ID,Timestamp,Temperature (°C),Humidity (%),Gas Level (ppm),Noise Level (dB),System Alert,Alert Class
24279,2025-04-18 05:38:00,53.5,55.2,82.7,47.1,Temp Alert,8
24280,2025-04-18 05:39:00,48.0,57.1,153.4,56.9,"Temp, Gas, Noise Alert",10
24281,2025-04-18 05:40:00,31.8,82.4,154.9,53.8,"Humidity, Gas, Noise Alert",4
24282,2025-04-18 05:41:00,33.8,58.2,146.2,54.3,"Gas, Noise Alert",1
24283,2025-04-18 05:42:00,50.0,45.4,98.8,55.9,"Temp, Noise Alert",15
24284,2025-04-18 05:43:00,51.6,83.3,104.2,49.5,"Temp, Humidity, Gas Alert",12
24285,2025-04-18 05:44:00,45.0,84.8,95.1,40.1,Humidity Alert,2
24286,2025-04-18 05:45:00,50.7,69.7,132.2,54.0,"Temp, Gas, Noise Alert",10
24287,2025-04-18 05:46:00,33.4,68.7,119.0,43.9,Gas Alert,0
24288,2025-04-18 05:47:00,39.7,71.0,111.3,44.3,Gas Alert,0
24289,2025-04-18 05:48:00,50.4,79.9,104.0,45.4,"Temp, Humidity, Gas Alert",12
24290,2025-04-18 05:49:00,49.8,76.2,87.3,41.9,"Temp, Humidity Alert",11
24291,2025-04-18 05:50:00,30.3,43.3,87.3,35.2,Normal,7
24292,2025-04-18 05:51:00,49.6,42.3,135.7,53.6,"Temp, Gas, Noise Alert",10
24293,2025-04-18 05:52:00,34.9,69.1,137.4,44.8,Gas Alert,0
24294,2025-04-18 05:53:00,44.3,80.0,120.6,42.1,"Humidity, Gas Alert",3
24295,2025-04-18 05:54:00,31.4,65.3,95.5,62.7,Noise Alert,6
24296,2025-04-18 05:55:00,36.2,42.4,150.9,38.9,Gas Alert,0
24297,2025-04-18 05:56:00,53.4,58.0,153.3,54.6,"Temp, Gas, Noise Alert",10
24298,2025-04-18 05:57:00,32.3,62.6,106.7,52.9,"Gas, Noise Alert",1
24299,2025-04-18 05:58:00,31.4,78.2,102.3,59.8,"Humidity, Gas, Noise Alert",4
24300,2025-04-18 05:59:00,38.1,42.7,108.0,63.0,"Gas, Noise Alert",1
24301,2025-04-18 06:00:00,33.2,62.9,95.3,41.0,Normal,7
24302,2025-04-18 06:01:00,52.2,49.7,127.6,55.7,"Temp, Gas, Noise Alert",10
24303,2025-04-18 06:02:00,36.8,58.9,150.7,46.7,Gas Alert,0
24304,2025-04-18 06:03:00,38.2,49.3,87.5,49.4,Normal,7
24305,2025-04-18 06:04:00,49.9,41.9,147.1,35.1,"Temp, Gas Alert",9
24306,2025-04-18 06:05:00,43.7,51.1,111.5,58.5,"Gas, Noise Alert",1
24307,2025-04-18 06:06:00,30.1,64.7,134.7,57.1,"Gas, Noise Alert",1
24308,2025-04-18 06:07:00,35.0,72.4,81.6,38.6,Normal,7
24309,2025-04-18 06:08:00,38.6,57.3,156.7,60.8,"Gas, Noise Alert",1
24310,2025-04-18 06:09:00,42.7,81.2,95.6,47.1,Humidity Alert,2
24311,2025-04-18 06:10:00,39.4,73.1,84.3,47.3,Normal,7
24312,2025-04-18 06:11:00,42.9,82.3,100.5,39.8,"Humidity, Gas Alert",3
24313,2025-04-18 06:12:00,31.3,58.2,159.6,59.0,"Gas, Noise Alert",1
24314,2025-04-18 06:13:00,36.5,44.2,95.3,56.5,Noise Alert,6
24315,2025-04-18 06:14:00,39.5,57.4,138.4,62.3,"Gas, Noise Alert",1
24316,2025-04-18 06:15:00,44.6,57.8,155.9,43.5,Gas Alert,0
24317,2025-04-18 06:16:00,32.7,50.8,112.7,63.9,"Gas, Noise Alert",1
24318,2025-04-18 06:17:00,36.1,84.7,133.4,52.2,"Humidity, Gas, Noise Alert",4
24319,2025-04-18 06:18:00,50.1,43.6,98.9,43.5,Temp Alert,8
24320,2025-04-18 06:19:00,43.5,55.6,148.4,47.5,Gas Alert,0
24321,2025-04-18 06:20:00,32.1,83.2,152.0,55.5,"Humidity, Gas, Noise Alert",4
24322,2025-04-18 06:21:00,53.6,42.4,132.3,55.4,"Temp, Gas, Noise Alert",10
24323,2025-04-18 06:22:00,49.4,42.6,148.3,37.8,"Temp, Gas Alert",9
24324,2025-04-18 06:23:00,42.6,48.9,142.0,55.2,"Gas, Noise Alert",1
24325,2025-04-18 06:24:00,46.1,55.8,126.8,61.9,"Temp, Gas, Noise Alert",10
24326,2025-04-18 06:25:00,54.0,72.2,141.0,45.4,"Temp, Gas Alert",9
24327,2025-04-18 06:26:00,44.9,64.6,135.0,58.7,"Gas, Noise Alert",1
24328,2025-04-18 06:27:00,38.1,48.8,115.9,52.0,"Gas, Noise Alert",1
24329,2025-04-18 06:28:00,49.0,51.3,84.1,53.4,"Temp, Noise Alert",15
24330,2025-04-18 06:29:00,41.3,71.9,132.3,60.5,"Gas, Noise Alert",1
24331,2025-04-18 06:30:00,41.1,55.2,151.8,64.3,"Gas, Noise Alert",1
24332,2025-04-18 06:31:00,55.0,57.8,139.2,53.0,"Temp, Gas, Noise Alert",10
24333,2025-04-18 06:32:00,41.8,40.3,93.9,38.0,Normal,7
24334,2025-04-18 06:33:00,44.0,46.0,97.2,39.6,Normal,7
24335,2025-04-18 06:34:00,47.7,74.1,114.3,37.5,"Temp, Gas Alert",9
24336,2025-04-18 06:35:00,44.4,59.0,149.5,46.8,Gas Alert,0
24337,2025-04-18 06:36:00,42.0,81.6,139.4,49.4,"Humidity, Gas Alert",3
24338,2025-04-18 06:37:00,41.2,43.6,135.4,38.1,Gas Alert,0
24339,2025-04-18 06:38:00,52.0,40.1,90.7,38.8,Temp Alert,8
24340,2025-04-18 06:39:00,41.5,61.6,99.7,53.4,Noise Alert,6
24341,2025-04-18 06:40:00,51.3,72.5,93.3,59.5,"Temp, Noise Alert",15
24342,2025-04-18 06:41:00,32.6,81.2,111.1,57.7,"Humidity, Gas, Noise Alert",4
24343,2025-04-18 06:42:00,50.5,75.8,147.3,43.5,"Temp, Humidity, Gas Alert",12
24344,2025-04-18 06:43:00,34.8,56.0,110.0,60.8,"Gas, Noise Alert",1
24345,2025-04-18 06:44:00,48.5,57.8,146.3,55.1,"Temp, Gas, Noise Alert",10
24346,2025-04-18 06:45:00,51.8,52.2,123.2,59.8,"Temp, Gas, Noise Alert",10
24347,2025-04-18 06:46:00,35.0,44.2,84.9,38.6,Normal,7
24348,2025-04-18 06:47:00,36.6,77.9,118.9,52.5,"Humidity, Gas, Noise Alert",4
24349,2025-04-18 06:48:00,47.7,46.8,88.8,46.4,Temp Alert,8
24350,2025-04-18 06:49:00,53.4,59.1,89.5,45.0,Temp Alert,8
24351,2025-04-18 06:50:00,39.9,59.2,158.2,60.6,"Gas, Noise Alert",1
24352,2025-04-18 06:51:00,31.9,78.7,144.7,60.5,"Humidity, Gas, Noise Alert",4
24353,2025-04-18 06:52:00,48.8,62.7,143.8,44.2,"Temp, Gas Alert",9
24354,2025-04-18 06:53:00,35.8,40.5,90.8,49.4,Normal,7
24355,2025-04-18 06:54:00,46.6,47.7,89.1,44.7,Temp Alert,8
24356,2025-04-18 06:55:00,37.6,61.7,110.4,43.6,Gas Alert,0
24357,2025-04-18 06:56:00,31.8,50.4,129.4,44.7,Gas Alert,0
24358,2025-04-18 06:57:00,42.2,48.4,125.5,59.3,"Gas, Noise Alert",1
24359,2025-04-18 06:58:00,35.6,60.5,126.6,35.3,Gas Alert,0
24360,2025-04-18 06:59:00,42.4,68.2,126.4,61.0,"Gas, Noise Alert",1
24361,2025-04-18 07:00:00,31.9,53.7,97.5,64.2,Noise Alert,6
24362,2025-04-18 07:01:00,35.6,57.3,100.1,42.4,Gas Alert,0
24363,2025-04-18 07:02:00,43.9,51.6,131.9,56.6,"Gas, Noise Alert",1
24364,2025-04-18 07:03:00,36.2,66.0,118.5,57.5,"Gas, Noise Alert",1
24365,2025-04-18 07:04:00,43.5,41.2,134.0,55.8,"Gas, Noise Alert",1
24366,2025-04-18 07:05:00,40.9,61.6,153.5,64.5,"Gas, Noise Alert",1
24367,2025-04-18 07:06:00,50.2,81.5,92.2,58.6,"Temp, Humidity, Noise Alert",14
24368,2025-04-18 07:07:00,53.2,61.2,135.1,56.4,"Temp, Gas, Noise Alert",10
24369,2025-04-18 07:08:00,33.1,65.0,108.4,47.1,Gas Alert,0
24370,2025-04-18 07:09:00,47.4,79.8,89.0,43.7,"Temp, Humidity Alert",11
24371,2025-04-18 07:10:00,40.3,64.5,143.3,56.7,"Gas, Noise Alert",1
24372,2025-04-18 07:11:00,32.2,62.9,92.3,38.1,Normal,7
24373,2025-04-18 07:12:00,30.2,40.5,136.8,43.9,Gas Alert,0
24374,2025-04-18 07:13:00,32.0,54.5,124.4,49.4,Gas Alert,0
24375,2025-04-18 07:14:00,39.9,69.5,127.5,45.8,Gas Alert,0
24376,2025-04-18 07:15:00,52.8,47.2,122.1,51.1,"Temp, Gas, Noise Alert",10
24377,2025-04-18 07:16:00,46.5,75.5,134.8,47.9,"Temp, Humidity, Gas Alert",12
24378,2025-04-18 07:17:00,42.8,49.3,142.7,38.8,Gas Alert,0
24379,2025-04-18 07:18:00,41.6,49.2,110.0,43.1,Gas Alert,0
24380,2025-04-18 07:19:00,37.0,78.7,153.3,35.0,"Humidity, Gas Alert",3
24381,2025-04-18 07:20:00,40.5,61.2,94.2,49.1,Normal,7
24382,2025-04-18 07:21:00,47.6,59.1,129.3,63.3,"Temp, Gas, Noise Alert",10
24383,2025-04-18 07:22:00,51.8,71.2,142.8,46.3,"Temp, Gas Alert",9
24384,2025-04-18 07:23:00,37.1,70.0,96.9,38.5,Normal,7
24385,2025-04-18 07:24:00,44.2,69.7,148.7,57.7,"Gas, Noise Alert",1
24386,2025-04-18 07:25:00,40.9,48.0,117.5,47.7,Gas Alert,0
24387,2025-04-18 07:26:00,35.6,56.9,111.9,37.7,Gas Alert,0
24388,2025-04-18 07:27:00,37.1,53.6,83.4,41.5,Normal,7
24389,2025-04-18 07:28:00,48.7,43.0,146.6,37.5,"Temp, Gas Alert",9
24390,2025-04-18 07:29:00,33.0,76.0,136.7,41.3,"Humidity, Gas Alert",3
24391,2025-04-18 07:30:00,53.0,56.1,107.6,39.0,"Temp, Gas Alert",9
24392,2025-04-18 07:31:00,46.4,67.7,88.7,45.4,Temp Alert,8
24393,2025-04-18 07:32:00,30.1,50.2,84.9,59.1,Noise Alert,6
24394,2025-04-18 07:33:00,38.5,73.5,140.8,55.8,"Gas, Noise Alert",1
24395,2025-04-18 07:34:00,38.8,68.3,155.8,47.8,Gas Alert,0
24396,2025-04-18 07:35:00,54.3,41.4,129.1,53.8,"Temp, Gas, Noise Alert",10
24397,2025-04-18 07:36:00,49.4,76.0,122.9,58.5,"Temp, Humidity, Gas, Noise Alert",13
24398,2025-04-18 07:37:00,44.8,49.6,117.1,40.3,Gas Alert,0
24399,2025-04-18 07:38:00,50.2,64.3,104.3,36.8,"Temp, Gas Alert",9
24400,2025-04-18 07:39:00,49.8,83.9,85.4,39.7,"Temp, Humidity Alert",11
24401,2025-04-18 07:40:00,41.7,74.5,102.3,64.1,"Gas, Noise Alert",1
24402,2025-04-18 07:41:00,38.2,76.0,129.2,41.2,"Humidity, Gas Alert",3
24403,2025-04-18 07:42:00,42.7,82.5,100.0,53.4,"Humidity, Noise Alert",5
24404,2025-04-18 07:43:00,37.9,77.8,101.7,37.0,"Humidity, Gas Alert",3
24405,2025-04-18 07:44:00,44.5,60.8,138.6,52.2,"Gas, Noise Alert",1
24406,2025-04-18 07:45:00,48.2,58.3,143.9,45.5,"Temp, Gas Alert",9
24407,2025-04-18 07:46:00,38.4,75.1,81.9,35.5,Humidity Alert,2
24408,2025-04-18 07:47:00,43.0,43.5,156.0,55.9,"Gas, Noise Alert",1
24409,2025-04-18 07:48:00,42.2,48.2,137.8,40.8,Gas Alert,0
24410,2025-04-18 07:49:00,41.9,54.6,159.5,58.7,"Gas, Noise Alert",1
24411,2025-04-18 07:50:00,33.3,56.0,117.3,60.5,"Gas, Noise Alert",1
24412,2025-04-18 07:51:00,32.8,50.0,101.0,40.0,Gas Alert,0
24413,2025-04-18 07:52:00,33.0,44.2,144.0,51.4,"Gas, Noise Alert",1
24414,2025-04-18 07:53:00,45.1,63.5,94.7,47.8,Temp Alert,8
24415,2025-04-18 07:54:00,33.4,74.5,128.8,59.2,"Gas, Noise Alert",1
24416,2025-04-18 07:55:00,40.2,50.1,112.2,64.2,"Gas, Noise Alert",1
24417,2025-04-18 07:56:00,50.5,67.5,158.4,43.2,"Temp, Gas Alert",9
24418,2025-04-18 07:57:00,50.7,43.9,82.4,62.0,"Temp, Noise Alert",15
24419,2025-04-18 07:58:00,47.6,63.9,158.6,50.3,"Temp, Gas, Noise Alert",10
24420,2025-04-18 07:59:00,44.3,46.9,87.4,52.7,Noise Alert,6
24421,2025-04-18 08:00:00,47.3,67.4,91.3,39.6,Temp Alert,8
24422,2025-04-18 08:01:00,37.4,55.9,109.7,48.1,Gas Alert,0
24423,2025-04-18 08:02:00,54.0,61.2,113.6,45.7,"Temp, Gas Alert",9
24424,2025-04-18 08:03:00,32.6,43.8,123.3,40.6,Gas Alert,0
24425,2025-04-18 08:04:00,54.2,50.4,83.7,45.6,Temp Alert,8
24426,2025-04-18 08:05:00,50.7,71.4,81.0,59.1,"Temp, Noise Alert",15
24427,2025-04-18 08:06:00,34.0,52.9,113.3,43.2,Gas Alert,0
24428,2025-04-18 08:07:00,30.9,52.5,132.9,51.4,"Gas, Noise Alert",1
24429,2025-04-18 08:08:00,46.1,56.7,156.8,51.8,"Temp, Gas, Noise Alert",10
24430,2025-04-18 08:09:00,31.0,81.4,120.8,45.7,"Humidity, Gas Alert",3
24431,2025-04-18 08:10:00,50.3,70.9,130.3,52.9,"Temp, Gas, Noise Alert",10
24432,2025-04-18 08:11:00,38.4,65.2,93.9,43.1,Normal,7
24433,2025-04-18 08:12:00,37.4,67.8,97.7,62.1,Noise Alert,6
24434,2025-04-18 08:13:00,35.5,59.8,107.1,64.9,"Gas, Noise Alert",1
24435,2025-04-18 08:14:00,34.3,59.6,91.6,38.1,Normal,7
24436,2025-04-18 08:15:00,39.1,67.9,133.5,51.5,"Gas, Noise Alert",1
24437,2025-04-18 08:16:00,51.1,59.0,87.5,54.6,"Temp, Noise Alert",15
24438,2025-04-18 08:17:00,38.6,45.5,83.8,52.2,Noise Alert,6
24439,2025-04-18 08:18:00,39.8,81.9,154.4,49.6,"Humidity, Gas Alert",3
24440,2025-04-18 08:19:00,50.5,80.0,100.7,64.6,"Temp, Humidity, Gas, Noise Alert",13
24441,2025-04-18 08:20:00,51.5,78.3,128.8,53.5,"Temp, Humidity, Gas, Noise Alert",13
24442,2025-04-18 08:21:00,48.9,71.8,135.3,62.7,"Temp, Gas, Noise Alert",10
24443,2025-04-18 08:22:00,41.3,80.4,132.6,35.5,"Humidity, Gas Alert",3
24444,2025-04-18 08:23:00,37.1,41.1,80.9,50.2,Noise Alert,6
24445,2025-04-18 08:24:00,31.7,57.8,82.4,57.8,Noise Alert,6
24446,2025-04-18 08:25:00,33.9,52.6,111.1,37.7,Gas Alert,0
24447,2025-04-18 08:26:00,45.2,83.5,84.5,37.4,"Temp, Humidity Alert",11
24448,2025-04-18 08:27:00,50.8,81.9,131.5,43.9,"Temp, Humidity, Gas Alert",12
24449,2025-04-18 08:28:00,38.1,63.3,83.4,52.3,Noise Alert,6
24450,2025-04-18 08:29:00,51.7,58.1,91.0,43.2,Temp Alert,8
24451,2025-04-18 08:30:00,52.2,46.5,147.7,58.7,"Temp, Gas, Noise Alert",10
24452,2025-04-18 08:31:00,46.2,61.3,120.5,61.9,"Temp, Gas, Noise Alert",10
24453,2025-04-18 08:32:00,36.8,72.4,93.0,48.7,Normal,7
24454,2025-04-18 08:33:00,35.2,84.4,134.0,57.5,"Humidity, Gas, Noise Alert",4
24455,2025-04-18 08:34:00,46.7,45.1,83.3,41.4,Temp Alert,8
24456,2025-04-18 08:35:00,42.9,79.0,102.7,64.6,"Humidity, Gas, Noise Alert",4
24457,2025-04-18 08:36:00,54.9,68.0,138.3,55.7,"Temp, Gas, Noise Alert",10
24458,2025-04-18 08:37:00,45.0,52.6,136.7,57.2,"Gas, Noise Alert",1
24459,2025-04-18 08:38:00,51.9,43.2,95.3,58.5,"Temp, Noise Alert",15
24460,2025-04-18 08:39:00,39.5,56.0,83.2,52.7,Noise Alert,6
24461,2025-04-18 08:40:00,32.9,49.2,131.6,63.0,"Gas, Noise Alert",1
24462,2025-04-18 08:41:00,49.1,63.9,142.2,62.0,"Temp, Gas, Noise Alert",10
24463,2025-04-18 08:42:00,38.9,67.3,97.9,49.2,Normal,7
24464,2025-04-18 08:43:00,53.7,50.1,141.1,60.4,"Temp, Gas, Noise Alert",10
24465,2025-04-18 08:44:00,31.3,60.6,148.9,37.1,Gas Alert,0
24466,2025-04-18 08:45:00,34.5,46.7,135.1,39.8,Gas Alert,0
24467,2025-04-18 08:46:00,51.0,47.9,93.5,45.5,Temp Alert,8
24468,2025-04-18 08:47:00,49.1,83.0,141.6,40.1,"Temp, Humidity, Gas Alert",12
24469,2025-04-18 08:48:00,39.4,53.4,147.3,43.3,Gas Alert,0
24470,2025-04-18 08:49:00,43.1,61.5,81.4,62.7,Noise Alert,6
24471,2025-04-18 08:50:00,34.8,53.4,159.8,43.4,Gas Alert,0
24472,2025-04-18 08:51:00,53.3,52.2,85.1,57.6,"Temp, Noise Alert",15
24473,2025-04-18 08:52:00,34.5,65.0,109.5,63.6,"Gas, Noise Alert",1
24474,2025-04-18 08:53:00,38.5,61.1,154.2,60.8,"Gas, Noise Alert",1
24475,2025-04-18 08:54:00,37.3,53.6,89.7,40.3,Normal,7
24476,2025-04-18 08:55:00,47.3,45.5,98.9,58.8,"Temp, Noise Alert",15
24477,2025-04-18 08:56:00,42.8,72.9,141.8,51.8,"Gas, Noise Alert",1
24478,2025-04-18 08:57:00,45.9,63.2,98.0,40.7,Temp Alert,8
24479,2025-04-18 08:58:00,52.0,65.4,148.2,62.0,"Temp, Gas, Noise Alert",10
24480,2025-04-18 08:59:00,46.5,63.1,99.5,63.1,"Temp, Noise Alert",15
24481,2025-04-18 09:00:00,52.3,84.9,116.9,60.9,"Temp, Humidity, Gas, Noise Alert",13
24482,2025-04-18 09:01:00,37.3,70.5,107.1,59.5,"Gas, Noise Alert",1
24483,2025-04-18 09:02:00,38.3,75.4,159.1,52.2,"Humidity, Gas, Noise Alert",4
24484,2025-04-18 09:03:00,49.2,79.3,142.7,54.9,"Temp, Humidity, Gas, Noise Alert",13
24485,2025-04-18 09:04:00,42.5,51.5,93.0,54.2,Noise Alert,6
24486,2025-04-18 09:05:00,48.1,42.6,142.9,64.3,"Temp, Gas, Noise Alert",10
24487,2025-04-18 09:06:00,49.1,51.1,84.0,51.2,"Temp, Noise Alert",15
24488,2025-04-18 09:07:00,48.2,41.0,147.6,55.1,"Temp, Gas, Noise Alert",10
24489,2025-04-18 09:08:00,42.2,48.6,106.4,42.8,Gas Alert,0
24490,2025-04-18 09:09:00,31.5,59.9,85.8,48.7,Normal,7
24491,2025-04-18 09:10:00,39.0,70.3,112.4,49.9,Gas Alert,0
24492,2025-04-18 09:11:00,52.9,72.8,150.2,50.5,"Temp, Gas, Noise Alert",10
24493,2025-04-18 09:12:00,47.5,62.4,153.9,55.9,"Temp, Gas, Noise Alert",10
24494,2025-04-18 09:13:00,53.0,47.2,87.4,39.9,Temp Alert,8
24495,2025-04-18 09:14:00,38.7,63.9,104.4,45.4,Gas Alert,0
24496,2025-04-18 09:15:00,30.9,73.2,88.8,52.9,Noise Alert,6
24497,2025-04-18 09:16:00,34.9,55.0,91.5,39.0,Normal,7
24498,2025-04-18 09:17:00,49.4,49.4,109.6,35.6,"Temp, Gas Alert",9
24499,2025-04-18 09:18:00,38.7,59.6,101.9,58.0,"Gas, Noise Alert",1
24500,2025-04-18 09:19:00,36.7,71.4,115.6,64.1,"Gas, Noise Alert",1
24501,2025-04-18 09:20:00,40.2,44.9,114.0,41.5,Gas Alert,0
24502,2025-04-18 09:21:00,41.2,40.0,110.1,64.6,"Gas, Noise Alert",1
24503,2025-04-18 09:22:00,34.3,64.0,120.6,35.3,Gas Alert,0
24504,2025-04-18 09:23:00,53.3,72.8,152.7,51.3,"Temp, Gas, Noise Alert",10
24505,2025-04-18 09:24:00,38.0,66.3,91.7,58.2,Noise Alert,6
24506,2025-04-18 09:25:00,53.4,80.5,158.1,55.0,"Temp, Humidity, Gas, Noise Alert",13
24507,2025-04-18 09:26:00,54.4,74.9,126.2,35.9,"Temp, Gas Alert",9
24508,2025-04-18 09:27:00,31.7,72.1,135.6,47.4,Gas Alert,0
24509,2025-04-18 09:28:00,30.5,67.3,105.0,43.0,Gas Alert,0
24510,2025-04-18 09:29:00,47.3,68.2,84.2,58.4,"Temp, Noise Alert",15
24511,2025-04-18 09:30:00,37.7,52.0,96.9,47.7,Normal,7
24512,2025-04-18 09:31:00,45.7,57.1,104.6,63.8,"Temp, Gas, Noise Alert",10
24513,2025-04-18 09:32:00,30.3,56.5,96.2,65.0,Noise Alert,6
24514,2025-04-18 09:33:00,51.5,62.1,90.0,48.9,Temp Alert,8
24515,2025-04-18 09:34:00,46.6,47.5,127.2,59.5,"Temp, Gas, Noise Alert",10
24516,2025-04-18 09:35:00,54.0,57.4,144.5,51.6,"Temp, Gas, Noise Alert",10
24517,2025-04-18 09:36:00,49.9,78.3,81.3,64.6,"Temp, Humidity, Noise Alert",14
24518,2025-04-18 09:37:00,34.9,43.4,109.9,51.9,"Gas, Noise Alert",1
24519,2025-04-18 09:38:00,35.4,66.2,84.8,62.5,Noise Alert,6
24520,2025-04-18 09:39:00,30.3,57.5,158.3,42.7,Gas Alert,0
24521,2025-04-18 09:40:00,33.8,62.3,86.9,60.8,Noise Alert,6
24522,2025-04-18 09:41:00,37.2,51.0,159.3,36.2,Gas Alert,0
24523,2025-04-18 09:42:00,41.8,69.1,99.4,64.5,Noise Alert,6
24524,2025-04-18 09:43:00,30.2,68.2,150.0,64.1,"Gas, Noise Alert",1
24525,2025-04-18 09:44:00,44.1,54.7,109.4,42.0,Gas Alert,0
24526,2025-04-18 09:45:00,33.7,57.8,97.5,61.4,Noise Alert,6
24527,2025-04-18 09:46:00,31.1,76.9,102.1,57.9,"Humidity, Gas, Noise Alert",4
24528,2025-04-18 09:47:00,32.8,46.6,98.2,61.5,Noise Alert,6
24529,2025-04-18 09:48:00,43.0,61.6,82.3,45.5,Normal,7
24530,2025-04-18 09:49:00,47.4,52.4,112.5,55.2,"Temp, Gas, Noise Alert",10
24531,2025-04-18 09:50:00,37.9,65.3,100.1,48.2,Gas Alert,0
24532,2025-04-18 09:51:00,39.9,76.1,86.1,42.0,Humidity Alert,2
24533,2025-04-18 09:52:00,44.9,40.5,105.5,49.4,Gas Alert,0
24534,2025-04-18 09:53:00,48.9,57.5,88.3,59.3,"Temp, Noise Alert",15
24535,2025-04-18 09:54:00,40.6,52.3,92.1,41.8,Normal,7
24536,2025-04-18 09:55:00,48.0,78.3,144.1,44.0,"Temp, Humidity, Gas Alert",12
24537,2025-04-18 09:56:00,49.5,75.1,94.5,47.0,"Temp, Humidity Alert",11
24538,2025-04-18 09:57:00,50.1,67.4,90.8,39.5,Temp Alert,8
24539,2025-04-18 09:58:00,33.6,48.6,142.2,46.4,Gas Alert,0
24540,2025-04-18 09:59:00,52.2,48.8,86.3,47.3,Temp Alert,8
24541,2025-04-18 10:00:00,47.4,79.8,106.0,55.5,"Temp, Humidity, Gas, Noise Alert",13
24542,2025-04-18 10:01:00,51.1,70.5,141.1,41.7,"Temp, Gas Alert",9
24543,2025-04-18 10:02:00,43.9,43.8,83.7,50.7,Noise Alert,6
24544,2025-04-18 10:03:00,54.8,84.9,146.2,49.6,"Temp, Humidity, Gas Alert",12
24545,2025-04-18 10:04:00,45.5,72.5,146.7,50.6,"Temp, Gas, Noise Alert",10
24546,2025-04-18 10:05:00,42.9,65.2,96.6,52.0,Noise Alert,6
24547,2025-04-18 10:06:00,33.6,68.1,112.6,49.1,Gas Alert,0
24548,2025-04-18 10:07:00,41.4,52.4,139.8,58.9,"Gas, Noise Alert",1
24549,2025-04-18 10:08:00,34.8,83.7,91.4,45.5,Humidity Alert,2
24550,2025-04-18 10:09:00,43.6,76.9,95.4,50.0,Humidity Alert,2
24551,2025-04-18 10:10:00,30.6,58.6,123.5,42.0,Gas Alert,0
24552,2025-04-18 10:11:00,42.7,77.6,110.8,52.4,"Humidity, Gas, Noise Alert",4
24553,2025-04-18 10:12:00,48.2,79.4,158.6,55.0,"Temp, Humidity, Gas, Noise Alert",13
24554,2025-04-18 10:13:00,39.4,48.8,110.7,62.2,"Gas, Noise Alert",1
24555,2025-04-18 10:14:00,33.5,75.6,121.4,49.1,"Humidity, Gas Alert",3
24556,2025-04-18 10:15:00,36.7,50.7,104.8,52.0,"Gas, Noise Alert",1
24557,2025-04-18 10:16:00,46.8,46.3,153.8,52.6,"Temp, Gas, Noise Alert",10
24558,2025-04-18 10:17:00,48.1,42.3,107.1,55.7,"Temp, Gas, Noise Alert",10
24559,2025-04-18 10:18:00,47.5,73.1,99.7,40.9,Temp Alert,8
24560,2025-04-18 10:19:00,39.0,66.4,121.9,38.3,Gas Alert,0
24561,2025-04-18 10:20:00,39.2,46.7,143.0,60.9,"Gas, Noise Alert",1
24562,2025-04-18 10:21:00,54.4,55.3,159.4,42.4,"Temp, Gas Alert",9
24563,2025-04-18 10:22:00,46.7,81.5,92.9,48.4,"Temp, Humidity Alert",11
24564,2025-04-18 10:23:00,52.2,50.4,85.7,44.6,Temp Alert,8
24565,2025-04-18 10:24:00,38.9,80.4,80.6,63.8,"Humidity, Noise Alert",5
24566,2025-04-18 10:25:00,46.1,83.7,155.9,38.2,"Temp, Humidity, Gas Alert",12
24567,2025-04-18 10:26:00,49.3,82.7,150.3,55.3,"Temp, Humidity, Gas, Noise Alert",13
24568,2025-04-18 10:27:00,48.4,79.7,95.8,44.0,"Temp, Humidity Alert",11
24569,2025-04-18 10:28:00,51.7,67.5,82.4,50.3,"Temp, Noise Alert",15
24570,2025-04-18 10:29:00,37.3,59.3,138.1,39.4,Gas Alert,0
24571,2025-04-18 10:30:00,46.8,72.0,129.0,42.2,"Temp, Gas Alert",9
24572,2025-04-18 10:31:00,54.0,45.6,154.1,44.1,"Temp, Gas Alert",9
24573,2025-04-18 10:32:00,53.2,41.1,143.5,44.0,"Temp, Gas Alert",9
24574,2025-04-18 10:33:00,30.6,50.1,96.1,47.9,Normal,7
24575,2025-04-18 10:34:00,50.1,74.6,141.7,54.9,"Temp, Gas, Noise Alert",10
24576,2025-04-18 10:35:00,33.8,50.8,82.4,40.3,Normal,7
24577,2025-04-18 10:36:00,37.8,45.0,147.5,62.7,"Gas, Noise Alert",1
24578,2025-04-18 10:37:00,31.5,65.3,131.4,40.3,Gas Alert,0
24579,2025-04-18 10:38:00,40.4,79.6,82.9,62.4,"Humidity, Noise Alert",5
24580,2025-04-18 10:39:00,50.4,42.4,87.0,46.9,Temp Alert,8
24581,2025-04-18 10:40:00,42.5,41.2,109.3,45.9,Gas Alert,0
24582,2025-04-18 10:41:00,42.8,60.9,158.0,40.8,Gas Alert,0
24583,2025-04-18 10:42:00,36.2,61.1,120.3,43.0,Gas Alert,0
24584,2025-04-18 10:43:00,53.3,77.5,127.3,47.8,"Temp, Humidity, Gas Alert",12
24585,2025-04-18 10:44:00,33.9,57.1,139.1,36.6,Gas Alert,0
24586,2025-04-18 10:45:00,50.3,76.7,138.3,41.6,"Temp, Humidity, Gas Alert",12
24587,2025-04-18 10:46:00,32.4,52.3,110.7,42.0,Gas Alert,0
24588,2025-04-18 10:47:00,32.3,54.7,105.6,62.1,"Gas, Noise Alert",1
